Task name,Assignee,Created time,Description,Due,Files & media,Group Kegiatan,Kelengkapan,Month,Parent task,Parent-task,Priority,Status,Sub-task,Sub-tasks,Team,Year
"Kerjakan dokumen ISO (lihat di pembagian tugas) ",,"May 23, 2025 9:17 AM",,"June 10, 2025 → June 11, 2025",,Kegiatan Lainnya,Lengkap,Juni,,,High,Done,,,ISO PEKPPPP (https://www.notion.so/ISO-PEKPPPP-1842318e3b728029ba5fcb1d2ad6c26d?pvs=21),2025
Coaching statistik sektoral,,"May 27, 2025 9:58 AM","bukti dukung tersedia ","May 26, 2025 → May 28, 2025",,Metadata dan Romantik,Lengkap,Mei,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
"Mengikuti zoom admin supas ",,"May 27, 2025 10:03 AM",Bukti dukung tersedia,"May 27, 2025",,SUPAS,Lengkap,Mei,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Buat CKP 2025,,"June 2, 2025 8:38 AM",,"June 2, 2025",,,Lengkap,Juni,,,,Done,,,,2025
Upload Kegiatan di webmon sektoral,,"June 2, 2025 8:38 AM",ada bukti dukung,"June 2, 2025 → June 3, 2025",,Kegiatan Lainnya,Lengkap,Juni,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Monitoring Bestari dan membuat screenshot per tahapan,,"June 2, 2025 8:38 AM",,"June 2, 2025 → June 5, 2025",,Bestari,Lengkap,Juni,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
Upload surat rekomendasi di romantik,,"June 2, 2025 8:53 AM",bukti dukung tersedia,"June 2, 2025",,Metadata dan Romantik,Lengkap,Juni,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
[Zoom-distribusi] Rekonda IKK,,"June 2, 2025 9:57 AM","Kasie IPD BPS Provinsi Kalimantan Timur is inviting you to a scheduled Zoom meeting.

Topic: [Zoom-distribusi] Rekonda IKK
Time: Jun 10, 2025 10:30 Singapore
Join Zoom Meeting
https://us06web.zoom.us/j/6400006401?pwd=vbbrDhb5Fq9jCKJhNG0xZagT5bvFg7.1&omn=83169514806

Meeting ID: 640 000 6401
Passcode: bps6400

","June 10, 2025 → June 11, 2025",,Mengelola Zoom,Lengkap,Juni,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
SICAKA KENAPA?? gak bisa ubah satuan,,"June 2, 2025 3:44 PM",,,,Aplikasi Kantor,Lengkap,,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Coaching Sektoral  ",,"June 3, 2025 9:34 AM",1,"June 3, 2025 → June 5, 2025",,Metadata dan Romantik,Lengkap,Juni,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Melengkapi kelengkapan pelatihan wilkerstat inda lapangan 2025,,"June 3, 2025 9:39 AM",https://drive.google.com/open?id=15IjKxnTsuGirFLcSjy2qoMJrK31pz2UP&usp=drive_fs,"June 3, 2025 → June 5, 2025",,Wilkerstat,Lengkap,Juni,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Edit response SBO (pindahkan nama ke kako yang benar) → kirim ke grup ",,"June 3, 2025 9:47 AM",,"June 3, 2025 → June 4, 2025",,Kegiatan Lainnya,Lengkap,Juni,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
Operator di vicon,,"June 4, 2025 12:59 PM",,"June 4, 2025",,,Lengkap,Juni,,,,Done,,,,2025
Pelatihan MBG,,"June 10, 2025 7:37 AM","Link materi: ","June 11, 2025 → June 13, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Lengkap,Juni,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Tot Sektoral,,"June 10, 2025 7:43 AM",bukti dukung di bawah,"June 16, 2025 → June 20, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Lengkap,Juni,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Tot Sektoral,,"June 10, 2025 7:43 AM",dokumentasi tersedia,"June 23, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Lengkap,Juni,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Pemeriksaan romantik,,"June 10, 2025 7:44 AM","bukti dukung tersedia ","June 10, 2025 → June 11, 2025",,Metadata dan Romantik,Lengkap,Juni,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
[Zoom-Neraca] Pelatihan MBG,,"June 10, 2025 8:33 AM","6400_Kaltim is inviting you to a scheduled Zoom meeting.

Topic: Pelatihan MBG
Time: Jun 11, 2025 08:30 Singapore
Join Zoom Meeting
https://us06web.zoom.us/j/6400006402?pwd=62bI4Lf99FhfIF7aqdgv1UcQlzXZBn.1&omn=82612628105

Meeting ID: 640 000 6402
Passcode: bps64

","June 11, 2025 → June 12, 2025",,Mengelola Zoom,Lengkap,Juni,,,,Done,,,,2025
Tot Sektoral,,"June 12, 2025 12:23 PM",,"June 11, 2025 → June 13, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Lengkap,Juni,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
"Penawaran mitra MBG ",,"June 13, 2025 11:27 AM",ada bukti dukung,"June 13, 2025",,Manajemen Mitra,Lengkap,Juni,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Penerbitan rekomendasi statistik,,"June 16, 2025 7:41 AM",screenshot,"June 16, 2025 → June 17, 2025",,Metadata dan Romantik,Lengkap,Juni,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
"Penerbitan Bestari ",,"June 16, 2025 7:41 AM","dokumentasi di bawah ","June 23, 2025 → June 30, 2025",,Bestari,Lengkap,Juni,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
[Zoom-DLS] Rapat hasil pekkppp,,"June 17, 2025 9:39 AM","https://us06web.zoom.us/j/6400006401?pwd=vbbrDhb5Fq9jCKJhNG0xZagT5bvFg7.1&omn=83727768331

Meeting ID: 640 000 6401
Passcode: bps6400","June 18, 2025",,Mengelola Zoom,Lengkap,Juni,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
[Zoom-Umum] Pembinaan PIPK,,"June 17, 2025 9:39 AM","6400_Kaltim is inviting you to a scheduled Zoom meeting.

Join Zoom Meeting
https://us06web.zoom.us/j/6400006402?pwd=62bI4Lf99FhfIF7aqdgv1UcQlzXZBn.1&omn=82612628105

Meeting ID: 640 000 6402
Passcode: bps64","June 18, 2025",,Mengelola Zoom,Lengkap,Juni,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Pelatihan Innas Sakernas,,"June 17, 2025 9:41 AM",,"July 2, 2025 → July 4, 2025",,Sakernas,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Pelatihan innas sakernas,,"June 17, 2025 10:56 AM",,"July 7, 2025 → July 10, 2025",,Sakernas,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"[Zoom Produksi] ",,"June 23, 2025 8:38 AM","Kasie IPD BPS Provinsi Kalimantan Timur is inviting you to a scheduled Zoom meeting.

Topic: Briefing Petugas Updating DPP 2025
Time: Jun 30, 2025 08:30 Singapore
Join Zoom Meeting
https://us06web.zoom.us/j/6400006401?pwd=vbbrDhb5Fq9jCKJhNG0xZagT5bvFg7.1&omn=88513035696

Meeting ID: 640 000 6401
Passcode: bps6400","June 30, 2025",,Mengelola Zoom,Lengkap,Juni,,,,Done,,,,2025
Mengelola manajemen mitra PPIKN,,"June 23, 2025 11:51 AM",,"June 21, 2025 → June 23, 2025",,Manajemen Mitra,Lengkap,Juni,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Ngecek dokumen ISO,,"June 23, 2025 2:45 PM",,"June 23, 2025",,Kegiatan Lainnya,Lengkap,Juni,,,,Done,,,ISO PEKPPPP (https://www.notion.so/ISO-PEKPPPP-1842318e3b728029ba5fcb1d2ad6c26d?pvs=21),2025
Melengkapi kegiatan di webappps sektoral,,"June 24, 2025 11:41 AM","screenshot di bawah ","June 24, 2025",,Kegiatan Lainnya,Lengkap,Juni,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Kerjaan sektoral,,"June 25, 2025 9:29 AM",,"June 25, 2025",,,Lengkap,Juni,,,,Done,,,,2025
Audit internal ISO,,"June 30, 2025 3:29 PM",ada bukti dukung,"June 26, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Lengkap,Juni,,,,Done,,,ISO PEKPPPP (https://www.notion.so/ISO-PEKPPPP-1842318e3b728029ba5fcb1d2ad6c26d?pvs=21),2025
Rapat monev mandiri sektoral,,"June 30, 2025 3:30 PM",bukti bisa diakses pada: https://drive.google.com/open?id=16n2V-IoXkRR8kp68cI6s0-kiUOdUIRjy&usp=drive_fs,"June 26, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Lengkap,Juni,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Menyiapkan ruangan untuk asesmen madya,,"June 30, 2025 3:38 PM",,"June 25, 2025 → June 26, 2025",,Kegiatan Lainnya,Lengkap,Juni,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Mengikuti zoom briefing asesmen madya,,"June 30, 2025 3:39 PM",bukti di bawah,"June 24, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Lengkap,Juni,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Penerbitan BESTARI,,"July 1, 2025 3:24 PM","bukti ada ","July 1, 2025",,Bestari,Lengkap,Juli,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
"Rapat BESTARI ",,"July 4, 2025 2:57 PM",,"July 4, 2025",,Bestari,Lengkap,Juli,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
"Rapat FRA ",,"July 9, 2025 8:11 AM",,"July 9, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Lengkap,Juli,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
[Zoom sosial] Rapat desa cantik,,"July 9, 2025 10:18 AM","akun kasieipd ","July 10, 2025",,Mengelola Zoom,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
[Zoom umum] sharing dengan DJPb,,"July 9, 2025 10:22 AM",akun bps6400 host arina,"July 10, 2025",,Mengelola Zoom,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Menjadi operator dan menyiapkan peralatan untuk rapat FRA Seluruh Pegawai,,"July 11, 2025 9:02 AM",,"July 11, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Lengkap,Juli,,,,Done,,,Lainnya (https://www.notion.so/Lainnya-17e2318e3b728083bf66c403999d1de6?pvs=21),2025
Membuat poster bestari edisi juni 2025,,"July 11, 2025 10:06 AM",,"July 11, 2025",,Bestari,Lengkap,Juli,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
Membuat query supas,,"July 11, 2025 10:08 AM",,"July 10, 2025 → July 11, 2025",,SUPAS,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Membuat flowchart SOP alur pengajuan Romantik ",,"July 14, 2025 10:19 AM",lengkap,"July 14, 2025 → July 16, 2025",,Kegiatan Lainnya,Lengkap,Juli,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Membuat poster rilis bestari edisi juni 2025,,"July 14, 2025 10:21 AM",done,"July 14, 2025",,Bestari,Lengkap,Juli,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
"Mengikuti RTM ISO  ",,"July 14, 2025 10:21 AM",,"July 14, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Lengkap,Juli,,,,Done,,,ISO PEKPPPP (https://www.notion.so/ISO-PEKPPPP-1842318e3b728029ba5fcb1d2ad6c26d?pvs=21),2025
Mengajar pelatihan inda sakernas Agustus 2025,,"July 14, 2025 10:22 AM","pakai akun kasieipd ","July 21, 2025 → July 24, 2025",,"Mengelola Zoom, Menjadi Pengajar, Sakernas",Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Melakukan maintenance sipadu ",,"July 15, 2025 10:25 AM",Done!,"July 14, 2025 → July 15, 2025",,Aplikasi Kantor,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
[Zoom sosial] Briefing task force ppikn,,"July 16, 2025 7:46 AM",,"July 16, 2025",,Mengelola Zoom,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
[Zoom sosial] Sosialisasi Pendataan Mandiri PPIKN 2025,,"July 16, 2025 7:46 AM",pakai email kasiei[d,"July 18, 2025",,Mengelola Zoom,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Running query podes,,"July 16, 2025 8:15 AM",,"July 16, 2025",,SUPAS,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Audit eksternal ISO ",,"July 16, 2025 8:15 AM",,"July 23, 2025 → July 24, 2025",,Kegiatan Lainnya,Lengkap,Juli,,,,Done,,,ISO PEKPPPP (https://www.notion.so/ISO-PEKPPPP-1842318e3b728029ba5fcb1d2ad6c26d?pvs=21),2025
"Menyelesaikan rekomendasi terbit ",,"July 17, 2025 8:06 AM",,"July 17, 2025",,Metadata dan Romantik,Lengkap,Juli,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Task force PPIKN 2025,,"July 25, 2025 10:08 AM",,"July 24, 2025 → July 26, 2025",,Kegiatan Lainnya,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Mengelola LMS untuk alinea#7,,"July 25, 2025 10:09 AM",,"July 24, 2025",,Aplikasi Kantor,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Query supas,,"July 25, 2025 3:51 PM",,"July 25, 2025",,,Lengkap,Juli,,,,Done,,,,2025
"Running query supas ",,"July 28, 2025 8:10 AM",,"July 28, 2025",,,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Buat laporan RB SBO ",,"July 28, 2025 8:12 AM",,"July 28, 2025 → July 31, 2025",,Kegiatan Lainnya,Lengkap,Juli,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
"Melakukan penawaran Mitra MBG Baseline di manajemen mitra ",,"July 28, 2025 3:24 PM",,"July 28, 2025",,Manajemen Mitra,Lengkap,Juli,,,,Done,,,Lainnya (https://www.notion.so/Lainnya-17e2318e3b728083bf66c403999d1de6?pvs=21),2025
[Zoom DWP] Pengukuhan DW se Kaltim,,"July 28, 2025 3:49 PM","Kasie IPD BPS Provinsi Kalimantan Timur is inviting you to a scheduled Zoom meeting.

Topic: Pengukuhan DW se Kaltim
Time: Jul 30, 2025 16:00 Singapore
Join Zoom Meeting
https://us06web.zoom.us/j/6400006401?pwd=vbbrDhb5Fq9jCKJhNG0xZagT5bvFg7.1&omn=89625844011

Meeting ID: 640 000 6401
Passcode: bps6400

","July 30, 2025",,Mengelola Zoom,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
[Zoom umum] rakor dg kbkota madya n katim,,"July 28, 2025 4:12 PM","pakai akun kasieidpd6400 ","July 29, 2025",,Mengelola Zoom,Lengkap,Juli,,,,Done,,,,2025
"Menyiapkan peralatan untuk zoom Pengukuhan ketua DWP Kako di ruang sigma  ",,"July 31, 2025 8:20 AM",,"July 29, 2025 → July 30, 2025",,Kegiatan Lainnya,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Membuat kipapp,,"July 31, 2025 9:40 AM",,"July 31, 2025",,,Lengkap,Juli,,,,Done,,,,2025
Buat laporan innas sakernas,,"July 31, 2025 9:43 AM",,"July 31, 2025",,Sakernas,Lengkap,Juli,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Laporan SBO RB Kota Samarinda ",,"August 1, 2025 9:03 AM",,"August 1, 2025",,Kegiatan Lainnya,Lengkap,Agustus,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
"Membuat surat turunan evaluasi sistem manajemen mitra ",,"August 1, 2025 9:03 AM",,"August 1, 2025",,Manajemen Mitra,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Buat Laporan RB SBO Samarinda,,"August 5, 2025 8:19 AM",,"August 4, 2025",,Kegiatan Lainnya,Lengkap,Agustus,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
Running Query SUPAS & Benerin Query PPIKN,,"August 5, 2025 8:20 AM",,"August 4, 2025 → August 5, 2025",,SUPAS,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Finishing Laporan RB SBO Samarinda,,"August 5, 2025 8:20 AM",,"August 5, 2025",,Kegiatan Lainnya,Lengkap,Agustus,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
[Zoom-sosial] internalisasi DTSEN,,"August 5, 2025 9:43 AM","Kasie IPD BPS Provinsi Kalimantan Timur is inviting you to a scheduled Zoom meeting.

Topic: internalisasi DTSEN
Time: Aug 6, 2025 14:00 Singapore
Join Zoom Meeting
https://us06web.zoom.us/j/6400006401?pwd=vbbrDhb5Fq9jCKJhNG0xZagT5bvFg7.1&omn=87136883628

Meeting ID: 640 000 6401
Passcode: bps6400

","August 6, 2025",,Mengelola Zoom,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Rekrutmen mitra tambahan 2025,,"August 5, 2025 3:50 PM",,"August 5, 2025",,Manajemen Mitra,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Selesaikan RB SBO beneran!,,"August 6, 2025 7:41 AM",,"August 7, 2025",,Kegiatan Lainnya,Lengkap,Agustus,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
Pemeriksaan Romantik,,"August 6, 2025 7:43 AM",,"August 6, 2025 → August 7, 2025",,Metadata dan Romantik,Lengkap,Agustus,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Buat surat pengantar UDPE,,"August 6, 2025 7:43 AM",,"August 7, 2025 → August 8, 2025",,Kegiatan Lainnya,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Hari terakhir upload surat keputusan perubahan SK mitra statistik provinsi,,"August 6, 2025 8:05 AM",,"August 20, 2025",,Manajemen Mitra,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"[Zoom Neraca] Rekon ",,"August 6, 2025 8:06 AM",,"August 6, 2025 → August 8, 2025",,Mengelola Zoom,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
[Zoom Neraca] Rekon (1),,"August 6, 2025 8:07 AM",,"August 11, 2025 → August 15, 2025",,Mengelola Zoom,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
[Zoom Neraca] Rekon (2),,"August 6, 2025 8:07 AM",,"August 18, 2025 → August 20, 2025",,Mengelola Zoom,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Rapat Sektoral ",,"August 6, 2025 11:24 AM",,"August 6, 2025",,Metadata dan Romantik,Lengkap,Agustus,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Pengawasan Lapangan Wilkerstat di Kukar,,"August 7, 2025 3:22 PM",,"August 13, 2025 → August 14, 2025",,Wilkerstat,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Assign admin kako sakernas,,"August 7, 2025 9:24 PM",,"August 8, 2025",,Sakernas,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"[Zoom distribusi ipds] Rapat evaluasi SE dan refreshing wilkerstat ",,"August 10, 2025 10:53 AM","6400_Kaltim is inviting you to a scheduled Zoom meeting.
Join Zoom Meetinghttps://us06web.zoom.us/j/6400006402?pwd=62bI4Lf99FhfIF7aqdgv1UcQlzXZBn.1&omn=82612628105
Meeting ID: 640 000 6402Passcode: bps64","August 11, 2025",,Mengelola Zoom,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
[Zoom mas ardi] Wawancara IST tahap 2,,"August 11, 2025 10:22 AM","6400_Kaltim is inviting you to a scheduled Zoom meeting.

Join Zoom Meeting
https://us06web.zoom.us/j/6400006402?pwd=62bI4Lf99FhfIF7aqdgv1UcQlzXZBn.1&omn=82612628105

Meeting ID: 640 000 6402
Passcode: bps64","August 12, 2025",,Mengelola Zoom,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Mengikuti rapat evaluasi persiapan SE2026 dan refreshing wilkerstat ",,"August 11, 2025 10:23 AM",,"August 11, 2025",,Mengikuti rapat/sosialisasi/pelatihan,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Revisi laporan SBO Samarinda,,"August 11, 2025 2:49 PM",,"August 11, 2025",,Kegiatan Lainnya,Lengkap,Agustus,,,,Done,,,RB dan Inovasi (https://www.notion.so/RB-dan-Inovasi-16f2318e3b72804f80dcdfc48445c75b?pvs=21),2025
Pemeriksaan romantik,,"August 12, 2025 8:15 AM",,"August 12, 2025",,Metadata dan Romantik,Lengkap,Agustus,,,,Done,,,Sektoral (https://www.notion.so/Sektoral-16f2318e3b728043936ff61256aeb3c6?pvs=21),2025
Belajar buat supervisi wilkerstat besok!,,"August 12, 2025 8:22 AM",,"August 12, 2025",,Kegiatan Lainnya,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Penawaran mitra kepka ke Kegiatan Pendataan MBG ",,"August 12, 2025 8:53 AM",,"August 12, 2025",,,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Buat lampiran manajemen mitra,,"August 19, 2025 8:03 AM",,"August 19, 2025",,Manajemen Mitra,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Melengkapi penawaran petugas organik MBG baseline,,"August 19, 2025 8:05 AM",,"August 19, 2025",,Metadata dan Romantik,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Maintenance desa cantik ",,"August 19, 2025 8:07 AM",,"August 19, 2025 → August 22, 2025",,Aplikasi Kantor,Lengkap,Agustus,,,High,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Buat laporan supervisi wilkerstat kukar ",,"August 19, 2025 8:16 AM",,"August 19, 2025",,Wilkerstat,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
"Query semua raw data SUPAS ",,"August 19, 2025 8:17 AM",,"August 19, 2025",,SUPAS,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Approval MBG Baseline admin provinsi,,"August 25, 2025 11:47 AM",,"August 25, 2025",,Kegiatan Lainnya,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
Running query ppikn,,"August 27, 2025 7:55 AM",,"August 26, 2025 → August 27, 2025",,Kegiatan Lainnya,Lengkap,Agustus,,,,Done,,,IPJKD (https://www.notion.so/IPJKD-16f2318e3b728057b0a0f5ff0e21731c?pvs=21),2025
